CUSTNAME,CITY,CREDITCARD_TYPE,CUST_ID,ORDER_ID,ORDER_SALESMAN,T_TYPE,PURCHASE_TOUCHPOINT,PURCHASE_STATUS,ORDER_TYPE,GENERATION,Dinosaur Planet,Isle of Man TT 2004 Review,Character,Paula Abduls Get Up & Dance,The Rise and Fall of ECW,Sick,8 Man,What the Do We Know!?,The Rings,Class of Nuke Em High 2,,Fighter,Full Frame Documentary Shorts,My Favorite Brunette,Lord of the Rings The Return of the King Extended Edition Bonus Material,Nature Antarctica,Neil Diamond Greatest Hits Live,Screamers,7 Seconds,Immortal Beloved,By Dawns Early Light,Seeta Aur Geeta,Strange Relations,Chump Change,Clifford Clifford Saves the Day! / Cliffords Fluffiest Friend Cleo,My Bloody Valentine,Inspector Morse 31 Death Is Now My Neighbour,Never Die Alone,Sesame Street Elmos World The Street We Live On
Tasha Golden,Los Angeles,VISA,14850,13694,RP385 ,Complete,Phone,Occasional,MediumValue,Gen_Z,,,,,5,2,,,,,,3,,,,,2,5,,4,,,,,,,,5,
Tasha Golden,Los Angeles,VISA,14850,13695,NW313 ,In-Progress,Phone,Occasional,LowValue,Gen_Z,,,,,,4,,,,,,,,,3,,,,,5,,,,,,,,,1
Bianca Bennett,Los Angeles,Discover,14851,13696,NE241 ,Cancelled,Phone,Occasional,LowValue,Gen_Y,,,,,,4,,,,,,4,,,,,,,,5,3,,,,,,5,,
Bianca Bennett,Los Angeles,Discover,14851,13697,NE109 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,3,4,,,,,,,,4,,,,,,,,,,,5,,5,,
Bianca Bennett,Los Angeles,Discover,14851,13698,NW118 ,Complete,Phone,Occasional,LowValue,Gen_Y,,3,,,,,,,,,,,,,,,3,4,,5,,,,,,,,5,
Cecily Post,Los Angeles,Discover,14852,13699,RP190 ,Cancelled,Phone,Occasional,LowValue,Gen_X,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,4,
Cecily Post,Los Angeles,Discover,14852,13700,SW346 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,4,,,,,,,,,,,4,,,,,,,,,,,4,
Cecily Post,Los Angeles,Discover,14852,13701,SC388 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,,,3,4,,,,,,,,,,4,,,,,,,,2,1
Cecily Post,Los Angeles,Discover,14852,13702,SW142 ,Cancelled,Phone,Occasional,LowValue,Gen_X,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Alma Garcia,Los Angeles,Master Card,14853,13703,NW184 ,Complete,Desktop,FirstTime,LowValue,Gen_Z,,,5,,,4,,,,,,,,,,,,,,5,,,,,,,,4,
Alma Garcia,Los Angeles,Master Card,14853,13704,WE154 ,Complete,Phone,FirstTime,LowValue,Gen_Z,,,,,,3,,,,,,,,,3,3,,,,,,,,,,4,,5,
Alma Garcia,Los Angeles,Master Card,14853,13705,SE400 ,Complete,Phone,FirstTime,LowValue,Gen_Z,3,,,,,,,4,,,,,,,,,,,,4,,,,,,,,4,
Alma Garcia,Los Angeles,Master Card,14853,13706,WE220 ,Abandoned,Phone,FirstTime,LowValue,Gen_Z,,,,,4,,,,,,4,3,,,,,,,,4,,4,,,,,,3,
Norbert Simmons,Los Angeles,American Express,14854,13707,SW346 ,Complete,Phone,Occasional,MediumValue,Gen_Y,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,3,
Norbert Simmons,Los Angeles,American Express,14854,13708,SE265 ,Complete,Desktop,Occasional,LowValue,Gen_Y,,,,,,4,,,,,,,,,,,,,,,,,,,,5,,,
Lois Monahan,Los Angeles,VISA,14855,13709,WE352 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,4,,,,,,,,,4,,,,,,,,,
Lois Monahan,Los Angeles,VISA,14855,13710,NC358 ,Abandoned,Phone,Occasional,LowValue,Gen_X,,,,,,3,,4,,,,,,,,,,,,,3,,,,,,,3,
Enrique Felix,Los Angeles,Master Card,14856,13711,NC427 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,2,,,,5,4,,,,,5,,,5,,,4,4,,4,,4,,,,,,5,
Enrique Felix,Los Angeles,Master Card,14856,13712,SE205 ,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,5,,,,,5,,4,,,,,,,,3,2,,,,3,,3,5,,4,,,
Leticia Gibson,Los Angeles,JCB,14857,13713,NE178 ,Complete,Desktop,Occasional,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,4,,,,,,,,5,
Allyson Barnes,Los Angeles,American Express,14858,13714,NC169 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,5,,,,,,,,5,,,,,,,3,,,,,,,,
Allyson Barnes,Los Angeles,American Express,14858,13715,SW214 ,Cancelled,Phone,Occasional,LowValue,Gen_Y,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,
Allyson Barnes,Los Angeles,American Express,14858,13716,SC259 ,Complete,Phone,Occasional,LowValue,Gen_Y,3,,,,,,,,,,,,,,,,,,,4,,,,,,,,4,
Ina Saville,Los Angeles,VISA,14859,13717,NW250 ,In-Progress,Phone,Occasional,HighValue,Gen_Y,,,3,,4,4,,4,4,,,3,4,4,,,2,2,,,4,,,,,,,,3
Ina Saville,Los Angeles,VISA,14859,13718,SC130 ,Complete,Phone,Occasional,HighValue,Gen_Y,,,,,,5,,,,,,,,,,,4,,,,,,,,,,,,
Ina Saville,Los Angeles,VISA,14859,13719,WE355 ,Complete,Phone,Occasional,HighValue,Gen_Y,,,,,,3,,,,,,3,,2,,,,,3,,,,,5,,4,,5,
Ina Saville,Los Angeles,VISA,14859,13720,NC100 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,3,,,,,,,,,,4,2,,,,,,,,,,,,
Ina Saville,Los Angeles,VISA,14859,13721,RP190 ,Abandoned,Phone,Occasional,HighValue,Gen_Y,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,
Alvin Lent,Los Angeles,VISA,14860,13722,SE334 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,3,,,,3,,,,,,,,,,3,3,,,,,,,,,,,3,3
Norris Wyatt,Los Angeles,Master Card,14861,13723,NW247 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,4,,,,,,,,,5,,,,,,,,,,,,,,,
Ross Ball,Los Angeles,JCB,14862,13724,NC169 ,In-Progress,Desktop,Occasional,HighValue,Baby_Boomers,,,,,,3,5,,,,,,,,,,3,,,,,,,,,,,4,2
Ross Ball,Los Angeles,JCB,14862,13725,NC229 ,Cancelled,Desktop,Occasional,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Antonietta Roche,Los Angeles,Discover,14863,13726,NE304 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,5,2,,,,,,,,,,,,,,,2,,,,,,3,3,3
Antonietta Roche,Los Angeles,Discover,14863,13727,RP121 ,Complete,Phone,Frequent,HighValue,Baby_Boomers,,,,,5,4,,,,,,,,4,,,,,,,,,,,4,,,4,
Eugenio Santiago,Los Angeles,American Express,14864,13728,SW406 ,Complete,Phone,Occasional,HighValue,Gen_Y,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,
Eugenio Santiago,Los Angeles,American Express,14864,13729,NW184 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,4,,,,,,,,,,,,,,,,3,,,,,,4,
Eugenio Santiago,Los Angeles,American Express,14864,13730,NC364 ,Complete,Phone,Occasional,MediumValue,Gen_Y,,,,,,4,,,,,,,,4,,,,,,,,,5,3,,,,4,
Eugenio Santiago,Los Angeles,American Express,14864,13731,NC295 ,In-Progress,Phone,Occasional,MediumValue,Gen_Y,,,,,,5,,,,,,3,,,,,,,,,,,,,4,,,,
Melvin Moses,Los Angeles,Master Card,14865,13732,NW247 ,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,5,
Melvin Moses,Los Angeles,Master Card,14865,13733,WE283 ,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,4,,,,,,4,,,,,,,,,,,,,,,5,
Melvin Moses,Los Angeles,Master Card,14865,13734,SC328 ,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,,,,,3,,,,,,5,,,,,3,,,,4,1,5,,,4,,,4,
Dwight Pena,Los Angeles,American Express,14866,13735,RP121 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,3,,,,,,,,,,,,,,,4,,,,,,4,,3
Dwight Pena,Los Angeles,American Express,14866,13736,NW244 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,2,3,,,,,4,,,,,,,,,,,,,,,,,5,
Dwight Pena,Los Angeles,American Express,14866,13737,SC196 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,2,,,,,2,,,,,,,3,,,,,,,,,,4,
Dwight Pena,Los Angeles,American Express,14866,13738,RP190 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,5,,,,,,,,,,,5,,,,,,,,,,,,
Dwight Pena,Los Angeles,American Express,14866,13739,SE400 ,Cancelled,Phone,Occasional,LowValue,Gen_Y,3,,,,1,1,5,,,2,,1,,,1,,,1,,3,,,2,,,,,5,5
Barbara Spells,Los Angeles,Diners Club,14867,13740,NC295 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,5,,,,,,,,,,,,,5,4,,,,,,,,,,
Barbara Spells,Los Angeles,Diners Club,14867,13741,WE421 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,3,,,,,,,,,3,,,,,,,,4,,,,,2,
Trisha Mcdowell,Los Angeles,American Express,14868,13742,SC256 ,Complete,Phone,FirstTime,HighValue,Gen_Z,,,4,,,4,,,,4,,,,4,3,4,,,,4,,,3,5,,,,4,2
Trisha Mcdowell,Los Angeles,American Express,14868,13743,WE286 ,Abandoned,Phone,FirstTime,LowValue,Gen_Z,,,,,4,4,,,,,,,,,,3,3,,,,,,,,,,,,
Trisha Mcdowell,Los Angeles,American Express,14868,13744,SW211 ,Complete,Phone,FirstTime,LowValue,Gen_Z,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
Trisha Mcdowell,Los Angeles,American Express,14868,13745,NC100 ,Complete,Phone,FirstTime,LowValue,Gen_Z,,,,,4,,,,,,4,,,,,,,,,,,,,,,,,,
Ofelia Shifflett,Los Angeles,Master Card,14869,13746,SC259 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,4,,,,,,,,5,
Ofelia Shifflett,Los Angeles,Master Card,14869,13747,SC262 ,In-Progress,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,5,,,,4,,,,,,,,,,,,,,,,,,,
Ofelia Shifflett,Los Angeles,Master Card,14869,13748,NW118 ,In-Progress,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
Betsy Williams,Los Angeles,Diners Club,14870,13749,SE133 ,Complete,Phone,Occasional,LowValue,Gen_Y,3,,,,,,,,,,,,,,4,,,,,5,,,,,,,,,
Betsy Williams,Los Angeles,Diners Club,14870,13750,NC292 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,3,,,,,,,,,,4,,,,,,4,,,,,,,,
Bert Marlar,Los Angeles,Diners Club,14871,13751,WE226 ,Cancelled,Desktop,Occasional,MediumValue,Gen_Z,,,,,5,5,,,,,5,,,,,,,,,,,,,,,,,,
Ernestine Black,Los Angeles,VISA,14872,13752,NW310 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,5,3,,,,,,4,,4,,,4,,,,5,,,,,,,3,3
Loretta Paine,Los Angeles,American Express,14873,13753,SW346 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,4,,,,,,,,,,,,,5,2,,,,,,,,,
Loretta Paine,Los Angeles,American Express,14873,13754,SC130 ,Cancelled,Phone,Occasional,LowValue,Gen_X,,,,,3,3,,,,,,,,,,,3,,,,,,,,,,,3,
Loretta Paine,Los Angeles,American Express,14873,13755,NW376 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,1,
Loretta Paine,Los Angeles,American Express,14873,13756,NW244 ,In-Progress,Phone,Occasional,LowValue,Gen_X,,,,,4,,,,,,,3,3,,,,,,,3,,4,,,,,2,3,
Evelyn Higgins,Los Angeles,VISA,14874,13757,SC127 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
Evelyn Higgins,Los Angeles,VISA,14874,13758,SE337 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,3,,,,,,4,4,,,,,,2,,5,,,,,2,,,,2
Carla Groff,Los Angeles,Master Card,14875,13759,WE286 ,In-Progress,Desktop,Occasional,MediumValue,Baby_Boomers,,,,,,,,,,3,,,,,,,,,,4,,,,,,,,4,
Numbers Carrillo,Los Angeles,VISA,14876,13760,NW118 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,4,,,,3,,,,4,,,,,,,,,4,,,,,4,
Numbers Carrillo,Los Angeles,VISA,14876,13761,SC388 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Numbers Carrillo,Los Angeles,VISA,14876,13762,WE415 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,3,4,,,,,,,,,1,,3,,,1,,3,4,,3,2,2,,2
David Dugger,Los Angeles,Diners Club,14877,13763,SW142 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,
David Dugger,Los Angeles,Diners Club,14877,13764,SE400 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
David Dugger,Los Angeles,Diners Club,14877,13765,WE220 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,3,,,,4,4,,,,,3,3,3,,,5,,,,4,,,,,,,,4,2
Robin Bradbury,Los Angeles,Diners Club,14878,13766,SE331 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,5,,,,,,4,,,,,,,,,,,,,,,,,3,
Robin Bradbury,Los Angeles,Diners Club,14878,13767,WE349 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,4,,,,,,,3,,,,,,,,,,,,,,,,,
Robin Bradbury,Los Angeles,Diners Club,14878,13768,SC130 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,5,2,,,,,,4,,,,5,,,,5,,,,,,,,,
Jenny Black,Los Angeles,JCB,14879,13769,NE103 ,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1
Jenny Black,Los Angeles,JCB,14879,13770,NC163 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,4,,3,,,,,,,,4,,,,,,,,,3,,,,,3,,
Belinda Burley,Los Angeles,Diners Club,14880,13771,NE238 ,Complete,Phone,Frequent,LowValue,Gen_Y,,,,,3,3,,,,,,,,,,,,,,,,,,4,,,,5,3
Belinda Burley,Los Angeles,Diners Club,14880,13772,NE370 ,Complete,Phone,Frequent,MediumValue,Gen_Y,,,,,,4,,,,,,,,,,,,,,3,,,4,,,4,,2,
Lashon Guest,Los Angeles,Diners Club,14881,13773,WE349 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Lashon Guest,Los Angeles,Diners Club,14881,13774,SC388 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,5,,5,,,,5,,,,,,,,,,5,
Lashon Guest,Los Angeles,Diners Club,14881,13775,WE151 ,Complete,Desktop,Frequent,LowValue,Baby_Boomers,,,,,,2,,,,,,,,,,,3,,,,,4,,,,,,,
Gayle Harrison,Los Angeles,Discover,14882,13776,NW250 ,Complete,Phone,FirstTime,HighValue,Gen_Z,,,,,3,,,,,,5,,,,,,,5,,3,1,,,,,,,3,3
Alice Warner,Los Angeles,JCB,14883,13777,NC166 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,3,,3,4,,,,,4,,,,,,,,,5,,,,,,,,5,
Alice Warner,Los Angeles,JCB,14883,13778,WE154 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,3,,,,,,,4,,,3,3,4,,,,,,,,,,,
Alice Warner,Los Angeles,JCB,14883,13779,SE133 ,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,,,,,,4,,,,,,,,,,3,,2,,5,,,,,,,,3,
Norene Weiss,Los Angeles,JCB,14884,13780,NE238 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,2,3,,,,,3,,,,,,,,,,,,,,,,,,
Norene Weiss,Los Angeles,JCB,14884,13781,NC295 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,5,,,,,,,,,,,,4,,,,,3,,,,,4,
Ronald Magee,Los Angeles,Diners Club,14885,13782,NC169 ,Cancelled,Desktop,Frequent,MediumValue,Gen_Y,,,,,4,3,5,,,,,,,,,,2,,,,,,,,,,,1,
Ronald Magee,Los Angeles,Diners Club,14885,13783,SE397 ,Complete,Phone,Frequent,LowValue,Gen_Y,,,,,,,5,,,5,,,,,,,,,,,,,,,,,,3,
Ronald Magee,Los Angeles,Diners Club,14885,13784,NC292 ,Complete,Desktop,Frequent,MediumValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
Ronald Magee,Los Angeles,Diners Club,14885,13785,SW145 ,Complete,Phone,Frequent,MediumValue,Gen_Y,,,4,,4,4,,,,,,,,4,,,,,,,3,,,,,,,,
Leonard Cunningham,Los Angeles,Diners Club,14886,13786,RP121 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,4,,,,,4,,,4,,3,3,4,,4,4,,,,,,,,
Leonard Cunningham,Los Angeles,Diners Club,14886,13787,NW112 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,
Leonard Cunningham,Los Angeles,Diners Club,14886,13788,WE349 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,4,,3,3,,3,,3,3,2,,,,4,3,,,3,3,,,,3,,4,4,4
Leonard Cunningham,Los Angeles,Diners Club,14886,13789,SC256 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Leonard Cunningham,Los Angeles,Diners Club,14886,13790,SW340 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
Wade Bailey,Los Angeles,JCB,14887,13791,SC199 ,Complete,Phone,Frequent,HighValue,Gen_Y,,,,,,,5,,,,,,,,,,,3,,4,,,,,,,,2,
Wade Bailey,Los Angeles,JCB,14887,13792,SC328 ,Complete,Desktop,Frequent,MediumValue,Gen_Y,,,,,,5,,,,,,,,,,,3,,,,,,,,,,,4,
Catherine Iddings,Los Angeles,VISA,14888,13793,NW112 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,,2,,,,,,2,,5,,,,,,,,2,4
Catherine Iddings,Los Angeles,VISA,14888,13794,SW211 ,Complete,Phone,Occasional,LowValue,Gen_X,,,5,,,4,,,,,,,,5,,,,,,,,,,,,,,,
Catherine Iddings,Los Angeles,VISA,14888,13795,SC388 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,,,,,,,,,,,,,,,,5,,4,
Catherine Iddings,Los Angeles,VISA,14888,13796,NW382 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
Catherine Iddings,Los Angeles,VISA,14888,13797,NW118 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,
Annette Beehler,Los Angeles,JCB,14889,13798,NC229 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,5,4,,,,,,,,4,,,,,,,,,,,,,,4,
Annette Beehler,Los Angeles,JCB,14889,13799,WE223 ,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,,,,,,,,,2,,,,,,,,,,,3,
Annette Beehler,Los Angeles,JCB,14889,13800,NE109 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,4,,,,,,,,,,,,,,,,3,,,,,,,5,
Annette Beehler,Los Angeles,JCB,14889,13801,WE220 ,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayme Chappell,Los Angeles,Diners Club,14890,13802,NW112 ,Cancelled,Desktop,Frequent,MediumValue,Baby_Boomers,,,,,5,,,,,,,,,4,,,,,,,,,,,,,,,
Clara Reel,Los Angeles,Diners Club,14891,13803,WE289 ,Cancelled,Phone,FirstTime,LowValue,Gen_Y,4,,4,,,,,4,,,,,,4,,,,,,,,,4,,2,,3,5,
Clara Reel,Los Angeles,Diners Club,14891,13804,NW187 ,Complete,Phone,FirstTime,LowValue,Gen_Y,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Wade Miller,Los Angeles,JCB,14892,13805,NW250 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,,,,,,,,4,,3,,,,,,,,4,
Marlon Mcdowell,Los Angeles,Diners Club,14893,13806,SC328 ,Complete,Phone,Occasional,LowValue,Gen_X,1,,4,,4,,5,,,,3,,,,,,4,,,2,,,,,,,,5,
Marlon Mcdowell,Los Angeles,Diners Club,14893,13807,NW115 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,4,,4,,,,,,,,,,,,,,,3,,4,,,,
Marlon Mcdowell,Los Angeles,Diners Club,14893,13808,WE223 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,4,,,,,,,,4,,3,,,,3,,,,,,,,,
Marlon Mcdowell,Los Angeles,Diners Club,14893,13809,NC298 ,In-Progress,Phone,Occasional,LowValue,Gen_X,,,,,4,3,,,,,,,,,,,,,,,,,,,5,,,,3
Kathryn Coleman,Los Angeles,JCB,14894,13810,NW244 ,Complete,Desktop,Occasional,HighValue,Baby_Boomers,,,,,5,5,3,4,,,4,1,5,4,,,2,4,,2,4,3,,,,,,1,
Kathryn Coleman,Los Angeles,JCB,14894,13811,NE304 ,Cancelled,Phone,Occasional,HighValue,Baby_Boomers,,2,,,4,,,,,,,5,,,,,,,,,2,,,,,,,,
Curtis Patterson,Los Angeles,Discover,14895,13812,NC169 ,In-Progress,Phone,Occasional,LowValue,Gen_Y,,,,,4,4,,,5,,,,,,,,,,,,,,2,,,,,,
Curtis Patterson,Los Angeles,Discover,14895,13813,NW115 ,Cancelled,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,5,,,,,4,
Curtis Patterson,Los Angeles,Discover,14895,13814,SW346 ,Complete,Phone,Occasional,LowValue,Gen_Y,5,,4,,,3,,,,,,,,,5,,,,,,,,,,4,,,,
Fritz Zimmerman,Los Angeles,Master Card,14896,13815,NE109 ,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,,,,,3,,5,,,,4,,,,,,,,,4,,,,,,,,4,5
Fritz Zimmerman,Los Angeles,Master Card,14896,13816,RP385 ,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,,3,,,,5,,4,,,,,,,,,3,,,4,,,,,,,,3,
Fritz Zimmerman,Los Angeles,Master Card,14896,13817,SW145 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,4,,,,,4,,,,3,,,,4,,,,,,,,,,,,,,4,
Candance Figueroa,Los Angeles,Diners Club,14897,13818,NW313 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Candance Figueroa,Los Angeles,Diners Club,14897,13819,NC424 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,5,,,,,,,,,,,,,,,,,,,,,,,5,
Candance Figueroa,Los Angeles,Diners Club,14897,13820,NW184 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,3,
Dominique Genthner,Los Angeles,Discover,14898,13821,SC325 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,5,,,,,,,,,,,,,,4,4,,,,,,,,
Dominique Genthner,Los Angeles,Discover,14898,13822,NW181 ,Cancelled,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,3,
Calvin Alves,Los Angeles,American Express,14899,13823,SC388 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,3,4,4,2,1,,4,,,4,,,,,5,2
Calvin Alves,Los Angeles,American Express,14899,13824,SW280 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,5,
Calvin Alves,Los Angeles,American Express,14899,13825,SW217 ,Cancelled,Phone,Occasional,LowValue,Gen_Y,,,,,4,5,1,,,,2,1,,,1,,5,3,1,3,2,4,,,5,,5,3,
Suanne Elliott,Los Angeles,Diners Club,14900,13826,SW412 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,5,4,,,,,,,,,,4,,3,,5,5,4,,,,,,4,
Suanne Elliott,Los Angeles,Diners Club,14900,13827,SE403 ,Complete,Phone,Occasional,LowValue,Gen_X,,,4,,,,,,,,,,,3,4,2,,1,,,,,,,,,,4,
Suanne Elliott,Los Angeles,Diners Club,14900,13828,NW382 ,Complete,Phone,Occasional,LowValue,Gen_X,,,4,,5,4,,5,,,4,3,,4,,3,3,4,,4,4,,,,,,,,
Micheal Williams,Los Angeles,American Express,14901,13829,SW346 ,Complete,Phone,Occasional,MediumValue,Gen_Z,,3,3,,,2,,,,,,,,,4,3,,,,,,,,,,,,,
Micheal Williams,Los Angeles,American Express,14901,13830,NC229 ,In-Progress,Phone,Occasional,HighValue,Gen_Z,,,,,5,2,,,,,,,,,,,2,,,,3,,,,3,5,,,
Micheal Williams,Los Angeles,American Express,14901,13831,SW406 ,Complete,Phone,Occasional,LowValue,Gen_Z,,,,,,,2,,,,,,,,,,,,,,,,3,,,,,4,
Micheal Williams,Los Angeles,American Express,14901,13832,NE241 ,Complete,Phone,Occasional,MediumValue,Gen_Z,,,,,4,5,,,,,,,,,,,,,,3,,,,,,,,,
Micheal Williams,Los Angeles,American Express,14901,13833,SE205 ,Complete,Phone,Occasional,LowValue,Gen_Z,,,,,,4,,5,,,3,4,,4,,2,3,4,,4,4,,,,,,,4,4
Lois White,Los Angeles,American Express,14902,13834,NW313 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,4,,,,,,,,2,
Lois White,Los Angeles,American Express,14902,13835,NE103 ,Complete,Phone,Occasional,MediumValue,Gen_Y,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,
Lois White,Los Angeles,American Express,14902,13836,NW376 ,Complete,Phone,Occasional,MediumValue,Gen_Y,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4,4
Earle Obrien,Los Angeles,Diners Club,14903,13837,NW382 ,Complete,Desktop,FirstTime,MediumValue,Gen_Z,,,,,5,5,,,,,,,,,,,4,,,4,5,5,,,,,,,
Earle Obrien,Los Angeles,Diners Club,14903,13838,SW346 ,Complete,Phone,FirstTime,MediumValue,Gen_Z,,,,,,,,5,,,,,,4,,,,,,,,,,,,,,,
Earle Obrien,Los Angeles,Diners Club,14903,13839,NC100 ,Complete,Phone,FirstTime,LowValue,Gen_Z,,,,,,3,,,,,,,,,3,,4,,,,,,,,,5,,,
Earle Obrien,Los Angeles,Diners Club,14903,13840,NC298 ,Complete,Desktop,FirstTime,LowValue,Gen_Z,,,,1,,3,,,,,,,,,,,,4,,,3,,,,5,,,,1
